split,file_label,sumber,asal,malam_sintetis,salinan,jumlah_kotak
train,rf100_construction--642-_jpg.rf.7ef7ea26806030a055a7206a053c3108.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,2
train,rf100_construction--642-_jpg.rf.7ef7ea26806030a055a7206a053c3108_night.txt,rf100,roboflow-100/excavators-czvg9,ya,-,2
train,rf100_construction--643-_jpg.rf.580c62784f4348e56bd1c8cf8c699083.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--645-_jpg.rf.4964c07a7ccb0a3082df9a15603b253c.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,3
train,rf100_construction--646-_jpg.rf.3d2bc471e92f7e89b2284f193b37ceb0.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,2
train,rf100_construction--646-_jpg.rf.3d2bc471e92f7e89b2284f193b37ceb0_night.txt,rf100,roboflow-100/excavators-czvg9,ya,-,2
train,rf100_construction--647-_jpg.rf.7bc0536fa5c2e97a877b34b32f5fe85c.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,2
train,rf100_construction--647-_jpg.rf.7bc0536fa5c2e97a877b34b32f5fe85c_night.txt,rf100,roboflow-100/excavators-czvg9,ya,-,2
train,rf100_construction--648-_jpg.rf.af760d7ab5f77af413ec44a975e97732.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--649-_jpg.rf.d1e52066b2565c5dfd400f4b01e5c6b2.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--650-_jpg.rf.fba2246048014931e4924d39082cad35.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--652-_jpg.rf.f00073d472d52a28a7cb48d98b9f22fc.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--653-_jpg.rf.00b0483cfae636a1bd34e96b4949fcfb.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--655-_jpg.rf.f4672eda712968af3a3e49d4493598a0.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--656-_jpg.rf.018668c708a839a43938d771bc2a3562.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--658-_jpg.rf.98aaa65c7f517180ed105e338024a376.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--659-_jpg.rf.ab9a953e33dec7d9e6dc6d6650e09cc0.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--660-_jpg.rf.6a62375459d2e222340972077b92b445.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--662-_jpg.rf.6aaea1beafbf9b396eaeadd0aac21984.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--663-_jpg.rf.441ec0f5a916f33e8ce3c72b5c625ae5.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--664-_jpg.rf.43950a488e90869464f28d1280c98763.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--665-_jpg.rf.c7a1944207c439c1af54a81005138ffb.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--667-_jpg.rf.3c7cce0b7e5c139d4127d4da5da28a69.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--668-_jpg.rf.fb1a05025e299a2848b99c6454b4844d.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--670-_jpg.rf.ec5dc38ee9ed4e36ffd9544593a5e61a.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,2
train,rf100_construction--671-_jpg.rf.32c801ab005b39b53bb620d3da99eafb.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,3
train,rf100_construction--672-_jpg.rf.128578819c38fb9ba083f7430066f1ac.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,2
train,rf100_construction--672-_jpg.rf.128578819c38fb9ba083f7430066f1ac_night.txt,rf100,roboflow-100/excavators-czvg9,ya,-,2
train,rf100_construction--673-_jpg.rf.fc5ab915225ffa0daba4f6f97bb016f2.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--676-_jpg.rf.e0193e487a329f7677dc2def76bebbba.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--677-_jpg.rf.2be5093c23b13f7e442ae596aede8c7a.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--677-_jpg.rf.2be5093c23b13f7e442ae596aede8c7a_night.txt,rf100,roboflow-100/excavators-czvg9,ya,-,1
train,rf100_construction--678-_jpg.rf.b93b0dfc23ce527c9b800a5205eacfc4.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--678-_jpg.rf.b93b0dfc23ce527c9b800a5205eacfc4_night.txt,rf100,roboflow-100/excavators-czvg9,ya,-,1
train,rf100_construction--679-_jpg.rf.61d2587ca59764647d259d6483bb1ebb.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,3
train,rf100_construction--679-_jpg.rf.61d2587ca59764647d259d6483bb1ebb_night.txt,rf100,roboflow-100/excavators-czvg9,ya,-,3
train,rf100_construction--680-_jpg.rf.6fbc046c0296d4306740fa3013bcebf4.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,2
train,rf100_construction--681-_jpg.rf.89c51054cfa95f56969b51013fbe5579.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,3
train,rf100_construction--682-_jpg.rf.02c8fadcc4b504152ba598da57eca1ed.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--684-_jpg.rf.389b0f6c86a1961faa87c9f90040fc25.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--685-_jpg.rf.677abb435a3039d55f94123ad83c2dcf.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--687-_jpg.rf.1019ed7cde4541e3572c07a583a75736.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--689-_jpg.rf.3c810fa29ede2a7a9d4cbddccde21029.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,2
train,rf100_construction--689-_jpg.rf.3c810fa29ede2a7a9d4cbddccde21029_night.txt,rf100,roboflow-100/excavators-czvg9,ya,-,2
train,rf100_construction--690-_jpg.rf.68da855e511b8ec0caae332e4daa212a.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--691-_jpg.rf.5bceae7dbdeaa196cd81af85dc5247c2.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--692-_jpg.rf.b3f799c189eebbe8a99be30057841a53.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,4
train,rf100_construction--693-_jpg.rf.9717d5c12626c4bf97a49b2fe149dc58.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,2
train,rf100_construction--694-_jpg.rf.897e0908b39bb026e8d2886ab1ed2cd9.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--695-_jpg.rf.a448994bf0a1a359a4dfbe8124b0c657.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--696-_jpg.rf.05d27691ea1f2bbb5a8bcbc87131cd48.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--697-_jpg.rf.64bee5e9dad7a1517dfd159882eac3e5.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--698-_jpg.rf.1d925ad22fd7ad163fe72fc3332b565b.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--699-_jpg.rf.3ebdc3846dcf23520eab2952f66c61e5.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--7-_jpg.rf.106da5e72abeb8e083256ee745b205f8.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--702-_jpg.rf.5d4ac30da100196277ec7544c9ca6d99.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--703-_jpg.rf.26d371e6c9a67b628c3e6ed43cafef77.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--704-_jpg.rf.c8b3696d327da916be155f8aa577f36e.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--705-_jpg.rf.246fbc5d48ce69acc3aaa86b7d8d14a7.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--706-_jpg.rf.1bcdac6c3467a88a56547f46cb6ad5e3.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--707-_jpg.rf.61756b7816d3aa8f7381e41551489aa5.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--708-_jpg.rf.a22c70044b1213da03a0119a1ae334c8.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,2
train,rf100_construction--709-_jpg.rf.c30cf7ae463a8dcfbb4f9a7fbbc9ad58.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--712-_jpg.rf.52a888383e86f5ba62c4412069be63bd.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--713-_jpg.rf.7aef27e55a70e0bb7d8ec1d5231a40be.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,2
train,rf100_construction--716-_jpg.rf.29b91101190373f5225dec9539b3d95d.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--717-_jpg.rf.9089922e99445e8e4ac22325f977849a.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,2
train,rf100_construction--719-_jpg.rf.f386b20e5d8ab51f570dea530485e2b7.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,2
train,rf100_construction--721-_jpg.rf.7e6b13a38ad183447708f3f1404f64f4.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--723-_jpg.rf.561852004dde5ede5e8539e3b97dd7ae.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--726-_jpg.rf.6e747d2595eb1fe1ce4de477270f495e.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--727-_jpg.rf.27ec695854f9be60f28b6493dd3d18c0.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--728-_jpg.rf.a4a437aee10caa897aa641bb2823c061.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--729-_jpg.rf.3c9a30a202a1eb40525644a451928331.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,2
train,rf100_construction--731-_jpg.rf.77fbc252c4c46753dbbc585de7dea0b3.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,2
train,rf100_construction--733-_jpg.rf.09d82034e9ef1c461364ab81593e2cf9.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--734-_jpg.rf.79aa08a7b4335eac144a3077afdf9c42.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--736-_jpg.rf.17c21bb56130577d05cfb4da5a14ff5a.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--737-_jpg.rf.d5f0813328a86a337d834149362a11fb.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--738-_jpg.rf.91b263d3a7e9486023883d0092ba8d39.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--740-_jpg.rf.6f3cafe44fe58a14be437b6b09ef0768.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--741-_jpg.rf.7efe3d83db7b1dba183f84fcd86e84f3.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--742-_jpg.rf.0d57fd6ba1953e3b8bd9902014d4b402.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--743-_jpg.rf.9d1048518cba4886b0f9e8b3fa35323c.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--744-_jpg.rf.5f4b9d7b1712f2ac9eca37dcc6604f5e.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--746-_jpg.rf.9ef65bfaa9ef3287c3807c2ea77cd47e.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--746-_jpg.rf.9ef65bfaa9ef3287c3807c2ea77cd47e_night.txt,rf100,roboflow-100/excavators-czvg9,ya,-,1
train,rf100_construction--747-_jpg.rf.261b17ed9baf37dfd390bce561e9686c.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--748-_jpg.rf.c13d67f5dfa8736630e39e723a5598f4.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--750-_jpg.rf.d654d5ef8f70b890933995ef9d825361.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--751-_jpg.rf.85ecbe104839f035cc9772025662cb50.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--753-_jpg.rf.1767846bcfc3f3e3f40e130662c44f9e.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--755-_jpg.rf.542f4ef90b6b1d958b71f33e5ae55db5.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--756-_jpg.rf.4c57bfb12fb935fd868484cef0b60233.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--760-_jpg.rf.12d54e53a01a7d420d26ec6754976bf3.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--763-_jpg.rf.afede9abc7d23675a3551b012db21759.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,3
train,rf100_construction--763-_jpg.rf.afede9abc7d23675a3551b012db21759_night.txt,rf100,roboflow-100/excavators-czvg9,ya,-,3
train,rf100_construction--771-_jpg.rf.a5836dc32b3275322b45450c58dd425b.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--774-_jpg.rf.500ae37fc4e175bf827580018411c5c6.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--775-_jpg.rf.05decf12969c154e0c327e68f06ae8cd.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--794-_jpg.rf.75451eecfcdcdea8435821ba8905a04b.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--796-_jpg.rf.99a8bf2c22d7d7cfef20998be68004d7.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--8-_jpg.rf.185736cbc2b2c9b0acabbe33ecb83908.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--810-_jpg.rf.0745b9a37a69671a56444d7fce35cc81.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--813-_jpg.rf.32205ba74e6673e8f4dceecc0549359c.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--815-_jpg.rf.0de2d3bd81bd505b6500912223f3bd56.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--816-_jpg.rf.682f444a37d5f00d6791487570182f41.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--820-_jpg.rf.cb363a954f3c56bb359ea6623a63e99f.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--821-_jpg.rf.a472f5f52356a6c5bc8ec4e433654301.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--824-_jpg.rf.ea6253b30e33dec3fa47a557e35c4707.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--831-_jpg.rf.e6100adce8066c05d73cfc6acd831d39.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,3
train,rf100_construction--831-_jpg.rf.e6100adce8066c05d73cfc6acd831d39_night.txt,rf100,roboflow-100/excavators-czvg9,ya,-,3
train,rf100_construction--832-_jpg.rf.25f77a00379a2ee706736a4eaf008331.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--833-_jpg.rf.4d1208ae80846beb300d3a6d2137f391.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--834-_jpg.rf.99f540aa101b8b0b478dfcc99a692810.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--835-_jpg.rf.56994cfa6eb5e63bcf6bd18476e46bec.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--836-_jpg.rf.af9872843451a8064f3cda65dee74722.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--837-_jpg.rf.ab4ef2e2daf5d585c710c89bd8cba238.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--838-_jpg.rf.a7cedc3988449547091023593b0c7b39.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--844-_jpg.rf.2b29048a46651cd8c2896c4ed854df78.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--845-_jpg.rf.be7e5c56d468092566da332fd4ffc498.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--847-_jpg.rf.9020acc1326b61c8f057fa03c4dba553.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--848-_jpg.rf.fc5a750957aece7df01f3f3c1aecfad5.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--849-_jpg.rf.b6519d3acecc248eb221f884b592e8f6.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--850-_jpg.rf.5c2b02dc0da461822e51283d2d86357d.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--851-_jpg.rf.ed0048d1b59f407b135a51990d3a99b6.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--853-_jpg.rf.1d07347ee28185ad3d4a59ef8093f811.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,2
train,rf100_construction--854-_jpg.rf.4e8f628d94106dff6008df71eec85b82.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--855-_jpg.rf.f4d40f35f5a52da501196269ddcd7e37.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--856-_jpg.rf.e74e1ecbda18ca59f901c21b58c5d482.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--857-_jpg.rf.c4ca7f6c2f4840214c052dbaa6853dcc.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--859-_jpg.rf.047eec423e76d6a68d50c2c642d5b89d.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--860-_jpg.rf.17314e657623128e553623946190d86a.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--862-_jpg.rf.01a5080b064cc76f6068f7a4bdfe173f.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--868-_jpg.rf.4c341636303ac722a0081710e2f15f53.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--869-_jpg.rf.f28ea059747ad7c8ec7b9d700dec72a6.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--870-_jpg.rf.c6f9ed481c81e754257a5526413a6d2f.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--871-_jpg.rf.0c9b650c6873ff73359384dd1f3e2046.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--872-_jpg.rf.87d503eb5f67175ab8cfb4894ffbdb4a.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--874-_jpg.rf.6a9d0718e7db2ba703d3eead516278c9.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,3
train,rf100_construction--875-_jpg.rf.6b44397b1ee294adcd27ea3e31c219e1.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--876-_jpg.rf.6360088883b02fbc16ad4ce84821ff73.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,2
train,rf100_construction--877-_jpg.rf.483084eb8a877bcca5c85254fac1e6ea.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,11
train,rf100_construction--877-_jpg.rf.483084eb8a877bcca5c85254fac1e6ea_night.txt,rf100,roboflow-100/excavators-czvg9,ya,-,11
train,rf100_construction--879-_jpg.rf.3c8f230a3a7f2d934aa6054c9cee5fe6.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--882-_jpg.rf.53f228bef059175397671da364ee8962.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--883-_jpg.rf.88bb6d393be7bf23e818530103b24862.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--884-_jpg.rf.d27a4e6b1af5d842f720fc799a67c8e4.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--885-_jpg.rf.f7cfe1f2e32fa072d9ca5f96db9b1383.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--885-_jpg.rf.f7cfe1f2e32fa072d9ca5f96db9b1383_night.txt,rf100,roboflow-100/excavators-czvg9,ya,-,1
train,rf100_construction--886-_jpg.rf.04fac1d96e0798923344411e8ee07cd4.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--886-_jpg.rf.04fac1d96e0798923344411e8ee07cd4_night.txt,rf100,roboflow-100/excavators-czvg9,ya,-,1
train,rf100_construction--887-_jpg.rf.8f8d282350aec900013880408c59f80c.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--888-_jpg.rf.7d2b7851a60517cbb75a68888689b5f2.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--889-_jpg.rf.3270164add0806a0467aba91bf9df99a.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--891-_jpg.rf.a22615df7644fb506b23cc719dc7dc19.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--896-_jpg.rf.1fc36bc8432a63f6fd8262c1f4b8337c.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--897-_jpg.rf.c76e2f7e43300785f08aed3afb0d2c99.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--910-_jpg.rf.c734deaae4098a46821d31e93d4a15d2.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,4
train,rf100_construction--919-_jpg.rf.8b062398cd421f16eec56450a4ac6d21.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--919-_jpg.rf.8b062398cd421f16eec56450a4ac6d21_night.txt,rf100,roboflow-100/excavators-czvg9,ya,-,1
train,rf100_construction--922-_jpg.rf.a4768badeab6ce2cf06009f2168ce34d.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--926-_jpg.rf.156618d0e88575129c387704c7abbe4c.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--926-_jpg.rf.156618d0e88575129c387704c7abbe4c_night.txt,rf100,roboflow-100/excavators-czvg9,ya,-,1
train,rf100_construction--936-_jpg.rf.8f4ac51a9c64934bcf2052b3e54340eb.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--938-_jpg.rf.ee6d3c9b9fd6dbce9ebe5633738688ba.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,6
train,rf100_construction--939-_jpg.rf.cf9efc24fdbbfc27224a93cc07d1314f.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--940-_jpg.rf.109eb0c5d9f446bee63ce213d0066c4e.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--947-_jpg.rf.6d9acd3a57cfee85e35838f476a9a3a4.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,2
train,rf100_construction--952-_jpg.rf.03a25c0ffadc474ad9b1f60d114e80d3.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--955-_jpg.rf.406674b62a836f019d809989f176fa65.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--956-_jpg.rf.4478f016a1e17775b3b1916bf7dba012.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--957-_jpg.rf.b8480e4b18a7c1dd6003abeddee8e472.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--958-_jpg.rf.e0c248cabce25196602dce12c4b9106a.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--959-_jpg.rf.93eae04d1db71d3635cd53274dfd536e.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--960-_jpg.rf.b274990071374a1ab0a356cc77c98741.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--961-_jpg.rf.c49b282d2e7f34ac4f75caba43693584.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--976-_jpg.rf.b66090b365fe8920b56863af4f89eb95.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--981-_jpg.rf.c47aeb1d5d1f7e0e7c37381b69bbbdd0.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--982-_jpg.rf.359ac7125df1632b789c37c608995c61.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--983-_jpg.rf.3327bf08d7df981d4d1512855f32092d.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--986-_jpg.rf.23490e9c963d4884b28746846acd5f30.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--990-_jpg.rf.5d63d7d707ae59c832a29688e516423b.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,2
train,rf100_construction--991-_jpg.rf.f70601d482206b47f63e4c0bee5c1045.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--992-_jpg.rf.911bb465f064e3be4f670c8256634e9b.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--998-_jpg.rf.c592b429d71931d4d2c8d45787438a4a.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--999-_jpg.rf.ec7ddcec50cc8ccf6f13f79c98f70b2a.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_image_1000_jpg.rf.c46d1911ee465afd2487c35b7e6cb7f4.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_image_1000_jpg.rf.c46d1911ee465afd2487c35b7e6cb7f4_night.txt,rf100,roboflow-100/excavators-czvg9,ya,-,1
train,rf100_image_1001_jpg.rf.f64fd78cfc26dfddaa9fe78433eca9bf.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_image_1002_jpg.rf.fb6f32003bb75721fe01bc0dbc02dcab.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_image_1002_jpg.rf.fb6f32003bb75721fe01bc0dbc02dcab_night.txt,rf100,roboflow-100/excavators-czvg9,ya,-,1
train,rf100_image_1003_jpg.rf.6689f0bc2ec25385543e4a2081ac3b50.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_image_1003_jpg.rf.6689f0bc2ec25385543e4a2081ac3b50_night.txt,rf100,roboflow-100/excavators-czvg9,ya,-,1
